level,rep,comment
L2,171,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in assets with the strongest return-to-risk tradeoff and diversification benefit, especially WMT, MRK, MSFT, AAPL, and AMZN. Negative-return and high-volatility names receive zero weight because they reduce the objective for a risk-averse investor."
L3,171,"The portfolio was constructed by solving the long-only fully invested mean-variance problem with lambda = 0.5, favoring stocks with stronger expected returns adjusted for covariance and diversification benefits. High-return names such as MSFT, AAPL, AMZN, CRM, V, UNH, and MRK receive meaningful weights, while negative or weak risk-adjusted assets are set to zero by the non-negativity constraint. The result is a diversified allocation across technology, healthcare, financials, consumer, and industrials."
L0,172,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. Higher allocations were given to historically resilient companies with strong cash flows and broad market leadership."
L1,172,"This portfolio emphasizes higher-return stocks with relatively favorable risk profiles while giving larger weights to defensive names such as JNJ, MRK, PG, WMT, MCD, and AMGN to reduce volatility. It also includes selective exposure to growth leaders like MSFT, AAPL, AMZN, V, and UNH, while avoiding or minimizing negative-return and high-volatility names such as MMM, VZ, BA, and INTC."
L2,172,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution concentrates in stocks with the strongest return-to-risk tradeoff and diversification benefit, notably MRK and WMT for stability and AAPL, MSFT, and AMZN for return."
L3,172,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty under long-only and full-investment constraints. Higher weights go to stocks with strong expected returns and favorable risk-adjusted covariance profiles, while several low-return or relatively high-risk names are driven to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,173,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and diversified technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification and reduce concentration risk."
L1,173,"This portfolio emphasizes higher-return stocks with relatively favorable risk-adjusted profiles while giving substantial weight to defensive names such as JNJ, MRK, PG, WMT, KO, and MCD to reduce volatility. It also limits exposure to highly volatile or negative-expected-return stocks like BA, MMM, INTC, and VZ, and diversifies across technology, healthcare, consumer staples, financials, and industrials to manage correlations."
L2,173,"This portfolio was constructed using a long-only mean-variance approach with lambda = 0.5, maximizing expected return while penalizing covariance risk under full-investment and no-short-sale constraints. The solution tilts toward high risk-adjusted return stocks such as MSFT, AAPL, AMZN, MRK, WMT, and PG, while maintaining diversification across technology, healthcare, consumer, and financials."
L3,173,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty under long-only and full-investment constraints. Higher weights go to stocks with strong expected returns and favorable risk-adjusted covariance characteristics, while negative-return or high-volatility names are pushed to zero. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,174,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining diversification across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, MSFT, PG, UNH, and WMT, while more cyclical names like BA and DOW were kept smaller. All weights are non-negative and sum exactly to 1."
